agency_cd,site_no,Date,Flow,Flow_cd
USGS,08162600,2011-04-30,6.71,A
USGS,08162600,2011-05-01,9.4,A
USGS,08162600,2011-05-02,10.2,A
USGS,08162600,2011-05-03,9.2,A
USGS,08162600,2011-05-04,8,A
USGS,08162600,2011-05-05,9.48,A
USGS,08162600,2011-05-06,11.8,A
USGS,08162600,2011-05-07,8.05,A
USGS,08162600,2011-05-08,11.6,A
USGS,08162600,2011-05-09,9.72,A
USGS,08162600,2011-05-10,10.6,A
USGS,08162600,2011-05-11,11.7,A
USGS,08162600,2011-05-12,14.4,A
USGS,08162600,2011-05-13,34.5,A
USGS,08162600,2011-05-14,35.2,A
USGS,08162600,2011-05-15,16,A
USGS,08162600,2011-05-16,13.5,A
USGS,08162600,2011-05-17,9.63,A
USGS,08162600,2011-05-18,9.16,A
USGS,08162600,2011-05-19,9.06,A
USGS,08162600,2011-05-20,11.7,A
USGS,08162600,2011-05-21,14.5,A
USGS,08162600,2011-05-22,12.2,A
USGS,08162600,2011-05-23,11.8,A
USGS,08162600,2011-05-24,9.78,A
USGS,08162600,2011-05-25,9.09,A
USGS,08162600,2011-05-26,16.5,A
USGS,08162600,2011-05-27,12.9,A
USGS,08162600,2011-05-28,15.7,A
USGS,08162600,2011-05-29,20.4,A
USGS,08162600,2011-05-30,21.7,A
USGS,08162600,2011-05-31,23.2,A
USGS,08162600,2011-06-01,29.3,A
USGS,08162600,2011-06-02,23,A
USGS,08162600,2011-06-03,17.8,A
USGS,08162600,2011-06-04,13.4,A
USGS,08162600,2011-06-05,10.5,A
USGS,08162600,2011-06-06,9.14,A
USGS,08162600,2011-06-07,9.16,A
USGS,08162600,2011-06-08,13.6,A
USGS,08162600,2011-06-09,14.6,A
USGS,08162600,2011-06-10,14.7,A
USGS,08162600,2011-06-11,14.6,A
USGS,08162600,2011-06-12,21,A
USGS,08162600,2011-06-13,23.7,A
USGS,08162600,2011-06-14,25,A
USGS,08162600,2011-06-15,18,A
USGS,08162600,2011-06-16,16.5,A
USGS,08162600,2011-06-17,13.5,A
USGS,08162600,2011-06-18,10.4,A
USGS,08162600,2011-06-19,8.97,A
USGS,08162600,2011-06-20,7.73,A
USGS,08162600,2011-06-21,9.92,A
USGS,08162600,2011-06-22,28,A
USGS,08162600,2011-06-23,36.6,A
USGS,08162600,2011-06-24,29.8,A
USGS,08162600,2011-06-25,29.1,A
USGS,08162600,2011-06-26,24.8,A
USGS,08162600,2011-06-27,16.9,A
USGS,08162600,2011-06-28,16.4,A
USGS,08162600,2011-06-29,14.1,A
USGS,08162600,2011-06-30,10.1,A
USGS,08162600,2011-07-01,9.5,A
USGS,08162600,2011-07-02,15.7,A
USGS,08162600,2011-07-03,21.2,A
USGS,08162600,2011-07-04,21.8,A
USGS,08162600,2011-07-05,15.9,A
USGS,08162600,2011-07-06,10.7,A
USGS,08162600,2011-07-07,9.35,A
USGS,08162600,2011-07-08,10,A
USGS,08162600,2011-07-09,9.34,A
USGS,08162600,2011-07-10,9.65,A
USGS,08162600,2011-07-11,10.6,A
USGS,08162600,2011-07-12,12.1,A
USGS,08162600,2011-07-13,12.4,A
USGS,08162600,2011-07-14,14,A
USGS,08162600,2011-07-15,12.3,A
USGS,08162600,2011-07-16,11.9,A
USGS,08162600,2011-07-17,10.5,A
USGS,08162600,2011-07-18,13.3,A
USGS,08162600,2011-07-19,12.7,A
USGS,08162600,2011-07-20,15.8,A
USGS,08162600,2011-07-21,17,A
USGS,08162600,2011-07-22,12.7,A
USGS,08162600,2011-07-23,11.4,A
USGS,08162600,2011-07-24,12.5,A
USGS,08162600,2011-07-25,14,A
USGS,08162600,2011-07-26,13.7,A
USGS,08162600,2011-07-27,12.6,A
USGS,08162600,2011-07-28,16.3,A
USGS,08162600,2011-07-29,15.4,A
USGS,08162600,2011-07-30,13.6,A
USGS,08162600,2011-07-31,25.3,A
USGS,08162600,2011-08-01,19.8,A
USGS,08162600,2011-08-02,15.7,A
USGS,08162600,2011-08-03,11.5,A
USGS,08162600,2011-08-04,8.24,A
USGS,08162600,2011-08-05,6.13,A
USGS,08162600,2011-08-06,10.5,A
USGS,08162600,2011-08-07,13.4,A
USGS,08162600,2011-08-08,9.14,A
USGS,08162600,2011-08-09,6.73,A
USGS,08162600,2011-08-10,6.45,A
USGS,08162600,2011-08-11,9.13,A
USGS,08162600,2011-08-12,5.04,A
USGS,08162600,2011-08-13,5.58,A
USGS,08162600,2011-08-14,8.17,A
USGS,08162600,2011-08-15,5.8,A
USGS,08162600,2011-08-16,3.8,A
USGS,08162600,2011-08-17,3.55,A
USGS,08162600,2011-08-18,3.5,A
USGS,08162600,2011-08-19,3.58,A
USGS,08162600,2011-08-20,6.03,A
USGS,08162600,2011-08-21,6.17,A
USGS,08162600,2011-08-22,5.2,A
USGS,08162600,2011-08-23,3.89,A
USGS,08162600,2011-08-24,3.69,A
USGS,08162600,2011-08-25,4.45,A
USGS,08162600,2011-08-26,4.73,A
USGS,08162600,2011-08-27,8.7,A
USGS,08162600,2011-08-28,9.36,A
USGS,08162600,2011-08-29,7.18,A
USGS,08162600,2011-08-30,5.21,A
USGS,08162600,2011-08-31,4.28,A
USGS,08162600,2011-09-01,3.74,A
USGS,08162600,2011-09-02,3.54,A
USGS,08162600,2011-09-03,3.43,A
USGS,08162600,2011-09-04,4.41,A
USGS,08162600,2011-09-05,5.69,A
USGS,08162600,2011-09-06,5.06,A
USGS,08162600,2011-09-07,4.8,A
USGS,08162600,2011-09-08,5.16,A
USGS,08162600,2011-09-09,8.1,A
USGS,08162600,2011-09-10,11,A
USGS,08162600,2011-09-11,11,A
USGS,08162600,2011-09-12,9.06,A
USGS,08162600,2011-09-13,6.93,A
USGS,08162600,2011-09-14,6.27,A
USGS,08162600,2011-09-15,6.34,A
USGS,08162600,2011-09-16,5.71,A
USGS,08162600,2011-09-17,3.94,A
USGS,08162600,2011-09-18,4.25,A
USGS,08162600,2011-09-19,9,A
USGS,08162600,2011-09-20,14.1,A
USGS,08162600,2011-09-21,15.7,A
USGS,08162600,2011-09-22,15.1,A
USGS,08162600,2011-09-23,12.2,A
USGS,08162600,2011-09-24,10.4,A
USGS,08162600,2011-09-25,9.07,A
USGS,08162600,2011-09-26,7.75,A
USGS,08162600,2011-09-27,5.96,A
USGS,08162600,2011-09-28,4.99,A
USGS,08162600,2011-09-29,4.54,A
USGS,08162600,2011-09-30,4.47,A
USGS,08162600,2011-10-01,4.76,A
USGS,08162600,2011-10-02,10.9,A
USGS,08162600,2011-10-03,11.3,A
USGS,08162600,2011-10-04,8.2,A
USGS,08162600,2011-10-05,8.2,A
USGS,08162600,2011-10-06,5.79,A
USGS,08162600,2011-10-07,5.22,A
USGS,08162600,2011-10-08,5.06,A
USGS,08162600,2011-10-09,8.55,A
USGS,08162600,2011-10-10,21.6,A
USGS,08162600,2011-10-11,48.1,A
USGS,08162600,2011-10-12,47.5,A
USGS,08162600,2011-10-13,27.1,A
USGS,08162600,2011-10-14,19.1,A
USGS,08162600,2011-10-15,14.2,A
USGS,08162600,2011-10-16,9.03,A
USGS,08162600,2011-10-17,6.78,A
USGS,08162600,2011-10-18,5.96,A
USGS,08162600,2011-10-19,6.16,A
USGS,08162600,2011-10-20,5.02,A
USGS,08162600,2011-10-21,4.61,A
USGS,08162600,2011-10-22,4.51,A
USGS,08162600,2011-10-23,5.53,A
USGS,08162600,2011-10-24,8.26,A
USGS,08162600,2011-10-25,7.53,A
USGS,08162600,2011-10-26,6.81,A
USGS,08162600,2011-10-27,7.83,A
USGS,08162600,2011-10-28,7.37,A
USGS,08162600,2011-10-29,6.42,A
USGS,08162600,2011-10-30,5.25,A
USGS,08162600,2011-10-31,6.35,A
USGS,08162600,2011-11-01,8.08,A
USGS,08162600,2011-11-02,8.14,A
USGS,08162600,2011-11-03,5.23,A
USGS,08162600,2011-11-04,4.67,A
USGS,08162600,2011-11-05,10,A
USGS,08162600,2011-11-06,7.33,A
USGS,08162600,2011-11-07,6.24,A
USGS,08162600,2011-11-08,8.52,A
USGS,08162600,2011-11-09,4.83,A
USGS,08162600,2011-11-10,3.29,A
USGS,08162600,2011-11-11,3.11,A
USGS,08162600,2011-11-12,3.18,A
USGS,08162600,2011-11-13,3.22,A
USGS,08162600,2011-11-14,3.12,A
USGS,08162600,2011-11-15,3.33,A
USGS,08162600,2011-11-16,8.31,A
USGS,08162600,2011-11-17,7.98,A
USGS,08162600,2011-11-18,6.37,A
USGS,08162600,2011-11-19,7.94,A
USGS,08162600,2011-11-20,5.56,A
USGS,08162600,2011-11-21,3.79,A
USGS,08162600,2011-11-22,4.07,A
USGS,08162600,2011-11-23,4.78,A
USGS,08162600,2011-11-24,4.88,A
USGS,08162600,2011-11-25,6.16,A
USGS,08162600,2011-11-26,9.02,A
USGS,08162600,2011-11-27,19.3,A
USGS,08162600,2011-11-28,29.6,A
USGS,08162600,2011-11-29,12.1,A
USGS,08162600,2011-11-30,7.43,A
USGS,08162600,2011-12-01,6.54,A
USGS,08162600,2011-12-02,8,A
USGS,08162600,2011-12-03,9.73,A
USGS,08162600,2011-12-04,9.02,A
USGS,08162600,2011-12-05,6.83,A
USGS,08162600,2011-12-06,5.39,A
USGS,08162600,2011-12-07,5.34,A
USGS,08162600,2011-12-08,6.6,A
USGS,08162600,2011-12-09,11.4,A
USGS,08162600,2011-12-10,8.92,A
USGS,08162600,2011-12-11,5.88,A
USGS,08162600,2011-12-12,5.37,A
USGS,08162600,2011-12-13,5.37,A
USGS,08162600,2011-12-14,4.9,A
USGS,08162600,2011-12-15,4.92,A
USGS,08162600,2011-12-16,4.88,A
USGS,08162600,2011-12-17,5.03,A
USGS,08162600,2011-12-18,4.83,A
USGS,08162600,2011-12-19,4.96,A
USGS,08162600,2011-12-20,5.25,A
USGS,08162600,2011-12-21,5.11,A
USGS,08162600,2011-12-22,31.7,A
USGS,08162600,2011-12-23,71.7,A
USGS,08162600,2011-12-24,73.9,A
USGS,08162600,2011-12-25,30.1,A
USGS,08162600,2011-12-26,19.8,A
USGS,08162600,2011-12-27,16.4,A
USGS,08162600,2011-12-28,13,A
USGS,08162600,2011-12-29,10.6,A
USGS,08162600,2011-12-30,8.93,A
USGS,08162600,2011-12-31,8.61,A
USGS,08162600,2012-01-01,8.05,A
USGS,08162600,2012-01-02,10.5,A
USGS,08162600,2012-01-03,10.1,A
USGS,08162600,2012-01-04,9.15,A
USGS,08162600,2012-01-05,7.79,A
USGS,08162600,2012-01-06,12.6,A
USGS,08162600,2012-01-07,9.32,A
USGS,08162600,2012-01-08,6.6,A
USGS,08162600,2012-01-09,99.2,A
USGS,08162600,2012-01-10,250,A
USGS,08162600,2012-01-11,234,A
USGS,08162600,2012-01-12,67.6,A
USGS,08162600,2012-01-13,28.8,A
USGS,08162600,2012-01-14,18.6,A
USGS,08162600,2012-01-15,14.7,A
USGS,08162600,2012-01-16,10.2,A
USGS,08162600,2012-01-17,8.58,A
USGS,08162600,2012-01-18,9.05,A
USGS,08162600,2012-01-19,9.02,A
USGS,08162600,2012-01-20,7.52,A
USGS,08162600,2012-01-21,8.31,A
USGS,08162600,2012-01-22,7.37,A
USGS,08162600,2012-01-23,6.52,A
USGS,08162600,2012-01-24,6.34,A
USGS,08162600,2012-01-25,11.9,A
USGS,08162600,2012-01-26,91.7,A
USGS,08162600,2012-01-27,108,A
USGS,08162600,2012-01-28,33.9,A
USGS,08162600,2012-01-29,16.1,A
USGS,08162600,2012-01-30,10.7,A
USGS,08162600,2012-01-31,12.4,A
USGS,08162600,2012-02-01,15.1,A
USGS,08162600,2012-02-02,12.2,A
USGS,08162600,2012-02-03,14.3,A
USGS,08162600,2012-02-04,14.7,A
USGS,08162600,2012-02-05,214,A
USGS,08162600,2012-02-06,107,A
USGS,08162600,2012-02-07,43.9,A
USGS,08162600,2012-02-08,21.7,A
USGS,08162600,2012-02-09,14.4,A
USGS,08162600,2012-02-10,47.6,A
USGS,08162600,2012-02-11,228,A
USGS,08162600,2012-02-12,155,A
USGS,08162600,2012-02-13,250,A
USGS,08162600,2012-02-14,679,A
USGS,08162600,2012-02-15,320,A
USGS,08162600,2012-02-16,108,A
USGS,08162600,2012-02-17,51.5,A
USGS,08162600,2012-02-18,599,A
USGS,08162600,2012-02-19,1290,A
USGS,08162600,2012-02-20,465,A
USGS,08162600,2012-02-21,121,A
USGS,08162600,2012-02-22,55.4,A
USGS,08162600,2012-02-23,38.7,A
USGS,08162600,2012-02-24,30.6,A
USGS,08162600,2012-02-25,27.3,A
USGS,08162600,2012-02-26,24.4,A
USGS,08162600,2012-02-27,20.9,A
USGS,08162600,2012-02-28,18.1,A
USGS,08162600,2012-02-29,19.7,A
USGS,08162600,2012-03-01,19.1,A
USGS,08162600,2012-03-02,23.4,A
USGS,08162600,2012-03-03,24.6,A
USGS,08162600,2012-03-04,21.1,A
USGS,08162600,2012-03-05,17.5,A
USGS,08162600,2012-03-06,16.9,A
USGS,08162600,2012-03-07,15.4,A
USGS,08162600,2012-03-08,15.7,A
USGS,08162600,2012-03-09,20.6,A
USGS,08162600,2012-03-10,428,A
USGS,08162600,2012-03-11,406,A
USGS,08162600,2012-03-12,438,A
USGS,08162600,2012-03-13,220,A
USGS,08162600,2012-03-14,81.3,A
USGS,08162600,2012-03-15,47.7,A
USGS,08162600,2012-03-16,34.2,A
USGS,08162600,2012-03-17,29.5,A
USGS,08162600,2012-03-18,24.5,A
USGS,08162600,2012-03-19,19.5,A
USGS,08162600,2012-03-20,284,A
USGS,08162600,2012-03-21,680,A
USGS,08162600,2012-03-22,317,A
USGS,08162600,2012-03-23,104,A
USGS,08162600,2012-03-24,48.2,A
USGS,08162600,2012-03-25,28.5,A
USGS,08162600,2012-03-26,22.5,A
USGS,08162600,2012-03-27,22,A
USGS,08162600,2012-03-28,20,A
USGS,08162600,2012-03-29,418,A
USGS,08162600,2012-03-30,834,A
USGS,08162600,2012-03-31,172,A
USGS,08162600,2012-04-01,51.6,A
USGS,08162600,2012-04-02,32.1,A
USGS,08162600,2012-04-03,26.4,A
USGS,08162600,2012-04-04,72.7,A
USGS,08162600,2012-04-05,223,A
USGS,08162600,2012-04-06,44.5,A
USGS,08162600,2012-04-07,22.6,A
USGS,08162600,2012-04-08,17.5,A
USGS,08162600,2012-04-09,17.6,A
USGS,08162600,2012-04-10,16.8,A
USGS,08162600,2012-04-11,16,A
USGS,08162600,2012-04-12,12.8,A
USGS,08162600,2012-04-13,11.7,A
USGS,08162600,2012-04-14,11.9,A
USGS,08162600,2012-04-15,16.3,A
USGS,08162600,2012-04-16,237,A
USGS,08162600,2012-04-17,292,A
USGS,08162600,2012-04-18,67.2,A
USGS,08162600,2012-04-19,33.8,A
USGS,08162600,2012-04-20,25.1,A
USGS,08162600,2012-04-21,62.2,A
USGS,08162600,2012-04-22,42.7,A
USGS,08162600,2012-04-23,24,A
USGS,08162600,2012-04-24,18.6,A
USGS,08162600,2012-04-25,13.9,A
USGS,08162600,2012-04-26,11.7,A
USGS,08162600,2012-04-27,12.6,A
USGS,08162600,2012-04-28,15.4,A
USGS,08162600,2012-04-29,14.9,A
USGS,08162600,2012-04-30,12.4,A
USGS,08162600,2012-05-01,13.5,A
USGS,08162600,2012-05-02,14.9,A
USGS,08162600,2012-05-03,12.9,A
USGS,08162600,2012-05-04,15.7,A
USGS,08162600,2012-05-05,16.4,A
USGS,08162600,2012-05-06,14.9,A
USGS,08162600,2012-05-07,31.9,A
USGS,08162600,2012-05-08,21.3,A
USGS,08162600,2012-05-09,18.9,A
USGS,08162600,2012-05-10,14.9,A
USGS,08162600,2012-05-11,89.9,A
USGS,08162600,2012-05-12,135,A
USGS,08162600,2012-05-13,95.9,A
USGS,08162600,2012-05-14,39.4,A
USGS,08162600,2012-05-15,18.4,A
USGS,08162600,2012-05-16,14.9,A
USGS,08162600,2012-05-17,12.6,A
USGS,08162600,2012-05-18,11.6,A
USGS,08162600,2012-05-19,14,A
USGS,08162600,2012-05-20,12.5,A
USGS,08162600,2012-05-21,8.1,A
USGS,08162600,2012-05-22,8.06,A
USGS,08162600,2012-05-23,6.17,A
USGS,08162600,2012-05-24,6.16,A
USGS,08162600,2012-05-25,7.28,A
USGS,08162600,2012-05-26,8.21,A
USGS,08162600,2012-05-27,7.04,A
USGS,08162600,2012-05-28,7.93,A
USGS,08162600,2012-05-29,17,A
USGS,08162600,2012-05-30,12.3,A
USGS,08162600,2012-05-31,8.26,A
USGS,08162600,2012-06-01,11.3,A
USGS,08162600,2012-06-02,9.59,A
USGS,08162600,2012-06-03,13.3,A
USGS,08162600,2012-06-04,13.9,A
USGS,08162600,2012-06-05,10.8,A
USGS,08162600,2012-06-06,8.01,A
USGS,08162600,2012-06-07,6.62,A
USGS,08162600,2012-06-08,24.8,A
USGS,08162600,2012-06-09,79.2,A
USGS,08162600,2012-06-10,125,A
USGS,08162600,2012-06-11,53.8,A
USGS,08162600,2012-06-12,25.4,A
USGS,08162600,2012-06-13,14.7,A
USGS,08162600,2012-06-14,13.3,A
USGS,08162600,2012-06-15,12.2,A
USGS,08162600,2012-06-16,13.8,A
USGS,08162600,2012-06-17,9.41,A
USGS,08162600,2012-06-18,9.22,A
USGS,08162600,2012-06-19,14,A
USGS,08162600,2012-06-20,16.4,A
USGS,08162600,2012-06-21,13.8,A
USGS,08162600,2012-06-22,13.9,A
USGS,08162600,2012-06-23,11,A
USGS,08162600,2012-06-24,8.57,A
USGS,08162600,2012-06-25,6.55,A
USGS,08162600,2012-06-26,5.95,A
USGS,08162600,2012-06-27,6.26,A
USGS,08162600,2012-06-28,5.19,A
USGS,08162600,2012-06-29,6.28,A
USGS,08162600,2012-06-30,8.09,A
USGS,08162600,2012-07-01,22.3,A
USGS,08162600,2012-07-02,28.4,A
USGS,08162600,2012-07-03,30.4,A
USGS,08162600,2012-07-04,19.5,A
USGS,08162600,2012-07-05,16.3,A
USGS,08162600,2012-07-06,9.94,A
USGS,08162600,2012-07-07,6.95,A
USGS,08162600,2012-07-08,9.54,A
USGS,08162600,2012-07-09,11.2,A
USGS,08162600,2012-07-10,170,A
USGS,08162600,2012-07-11,4100,A
USGS,08162600,2012-07-12,3870,A
USGS,08162600,2012-07-13,2360,A
USGS,08162600,2012-07-14,1070,A
USGS,08162600,2012-07-15,583,A
USGS,08162600,2012-07-16,336,A
USGS,08162600,2012-07-17,161,A
USGS,08162600,2012-07-18,228,A
USGS,08162600,2012-07-19,95.9,A
USGS,08162600,2012-07-20,56.4,A
USGS,08162600,2012-07-21,40,A
USGS,08162600,2012-07-22,27.3,A
USGS,08162600,2012-07-23,21.1,A
USGS,08162600,2012-07-24,20.8,A
USGS,08162600,2012-07-25,18.9,A
USGS,08162600,2012-07-26,16.7,A
USGS,08162600,2012-07-27,17.4,A
USGS,08162600,2012-07-28,14.2,A
USGS,08162600,2012-07-29,12.5,A
USGS,08162600,2012-07-30,12.3,A
USGS,08162600,2012-07-31,15.3,A
USGS,08162600,2012-08-01,13.2,A
USGS,08162600,2012-08-02,13.6,A
USGS,08162600,2012-08-03,13.3,A
USGS,08162600,2012-08-04,13.7,A
USGS,08162600,2012-08-05,13.6,A
USGS,08162600,2012-08-06,15.9,A
USGS,08162600,2012-08-07,21.3,A
USGS,08162600,2012-08-08,19.7,A
USGS,08162600,2012-08-09,17,A
USGS,08162600,2012-08-10,13.5,A
USGS,08162600,2012-08-11,12.4,A
USGS,08162600,2012-08-12,19.3,A
USGS,08162600,2012-08-13,16.2,A
USGS,08162600,2012-08-14,13.2,A
USGS,08162600,2012-08-15,12.5,A
USGS,08162600,2012-08-16,9.71,A
USGS,08162600,2012-08-17,7.26,A
USGS,08162600,2012-08-18,7.14,A
USGS,08162600,2012-08-19,16.5,A
USGS,08162600,2012-08-20,37.3,A
USGS,08162600,2012-08-21,36.9,A
USGS,08162600,2012-08-22,23.7,A
USGS,08162600,2012-08-23,22.4,A
USGS,08162600,2012-08-24,21.8,A
USGS,08162600,2012-08-25,14.4,A
USGS,08162600,2012-08-26,11.3,A
USGS,08162600,2012-08-27,53.3,A
USGS,08162600,2012-08-28,33.1,A
USGS,08162600,2012-08-29,21.9,A
USGS,08162600,2012-08-30,14.9,A
USGS,08162600,2012-08-31,11.2,A
USGS,08162600,2012-09-01,35.3,A
USGS,08162600,2012-09-02,23.7,A
USGS,08162600,2012-09-03,19.2,A
USGS,08162600,2012-09-04,13.6,A
USGS,08162600,2012-09-05,8.9,A
USGS,08162600,2012-09-06,6.87,A
USGS,08162600,2012-09-07,6.28,A
USGS,08162600,2012-09-08,6.47,A
USGS,08162600,2012-09-09,6.64,A
USGS,08162600,2012-09-10,8.46,A
USGS,08162600,2012-09-11,9.43,A
USGS,08162600,2012-09-12,5.5,A
USGS,08162600,2012-09-13,4.38,A
USGS,08162600,2012-09-14,90.5,A
USGS,08162600,2012-09-15,220,A
USGS,08162600,2012-09-16,200,A
USGS,08162600,2012-09-17,150,A
USGS,08162600,2012-09-18,102,A
USGS,08162600,2012-09-19,71.2,A
USGS,08162600,2012-09-20,37.3,A
USGS,08162600,2012-09-21,25.1,A
USGS,08162600,2012-09-22,17.1,A
USGS,08162600,2012-09-23,11.7,A
USGS,08162600,2012-09-24,12,A
USGS,08162600,2012-09-25,12.5,A
USGS,08162600,2012-09-26,12,A
USGS,08162600,2012-09-27,13.4,A
USGS,08162600,2012-09-28,87.7,A
USGS,08162600,2012-09-29,1330,A
USGS,08162600,2012-09-30,2120,A
USGS,08162600,2012-10-01,1160,A
USGS,08162600,2012-10-02,476,A
USGS,08162600,2012-10-03,223,A
USGS,08162600,2012-10-04,104,A
USGS,08162600,2012-10-05,56.8,A
USGS,08162600,2012-10-06,38.8,A
USGS,08162600,2012-10-07,28,A
USGS,08162600,2012-10-08,21.8,A
USGS,08162600,2012-10-09,20.5,A
USGS,08162600,2012-10-10,21,A
USGS,08162600,2012-10-11,20,A e
USGS,08162600,2012-10-12,21,A
USGS,08162600,2012-10-13,16,A
USGS,08162600,2012-10-14,16.9,A
USGS,08162600,2012-10-15,20.2,A
USGS,08162600,2012-10-16,20.2,A
USGS,08162600,2012-10-17,29.6,A
USGS,08162600,2012-10-18,28.7,A
USGS,08162600,2012-10-19,20.7,A
USGS,08162600,2012-10-20,18.2,A
USGS,08162600,2012-10-21,16.5,A
USGS,08162600,2012-10-22,16.9,A
USGS,08162600,2012-10-23,15.6,A
USGS,08162600,2012-10-24,15.5,A
USGS,08162600,2012-10-25,13.3,A
USGS,08162600,2012-10-26,14.5,A
USGS,08162600,2012-10-27,13.1,A
USGS,08162600,2012-10-28,10.5,A
USGS,08162600,2012-10-29,9.02,A
USGS,08162600,2012-10-30,10.2,A
USGS,08162600,2012-10-31,11,A
USGS,08162600,2012-11-01,10.4,A
USGS,08162600,2012-11-02,10.8,A
USGS,08162600,2012-11-03,12.8,A
USGS,08162600,2012-11-04,59.7,A
USGS,08162600,2012-11-05,108,A
USGS,08162600,2012-11-06,49,A
USGS,08162600,2012-11-07,27.8,A
USGS,08162600,2012-11-08,18,A
USGS,08162600,2012-11-09,13.6,A
USGS,08162600,2012-11-10,12.4,A
USGS,08162600,2012-11-11,11.4,A
USGS,08162600,2012-11-12,10.6,A
USGS,08162600,2012-11-13,9.71,A
USGS,08162600,2012-11-14,10,A
USGS,08162600,2012-11-15,9.54,A
USGS,08162600,2012-11-16,10.7,A
USGS,08162600,2012-11-17,11.8,A
USGS,08162600,2012-11-18,10.9,A
USGS,08162600,2012-11-19,10.4,A
USGS,08162600,2012-11-20,11.5,A
USGS,08162600,2012-11-21,10.8,A
USGS,08162600,2012-11-22,12.9,A
USGS,08162600,2012-11-23,13.8,A
USGS,08162600,2012-11-24,13.2,A
USGS,08162600,2012-11-25,10.9,A
USGS,08162600,2012-11-26,9.39,A
USGS,08162600,2012-11-27,11.1,A
USGS,08162600,2012-11-28,13.9,A
USGS,08162600,2012-11-29,13.3,A
USGS,08162600,2012-11-30,14.5,A
USGS,08162600,2012-12-01,10.4,A
USGS,08162600,2012-12-02,10.5,A
USGS,08162600,2012-12-03,9.43,A
USGS,08162600,2012-12-04,9.7,A
USGS,08162600,2012-12-05,13.9,A
USGS,08162600,2012-12-06,17.2,A
USGS,08162600,2012-12-07,17.4,A
USGS,08162600,2012-12-08,15.6,A
USGS,08162600,2012-12-09,12.6,A
USGS,08162600,2012-12-10,11.4,A
USGS,08162600,2012-12-11,11,A
USGS,08162600,2012-12-12,8.89,A
USGS,08162600,2012-12-13,8.43,A
USGS,08162600,2012-12-14,8.03,A
USGS,08162600,2012-12-15,8.29,A
USGS,08162600,2012-12-16,37.7,A
USGS,08162600,2012-12-17,112,A
USGS,08162600,2012-12-18,49.7,A
USGS,08162600,2012-12-19,25.3,A
USGS,08162600,2012-12-20,16.5,A
USGS,08162600,2012-12-21,16.2,A
USGS,08162600,2012-12-22,12.7,A
USGS,08162600,2012-12-23,10.5,A
USGS,08162600,2012-12-24,10.4,A
USGS,08162600,2012-12-25,10.1,A
USGS,08162600,2012-12-26,8.06,A
USGS,08162600,2012-12-27,8.21,A
USGS,08162600,2012-12-28,8.07,A
USGS,08162600,2012-12-29,6.93,A
USGS,08162600,2012-12-30,7.1,A
USGS,08162600,2012-12-31,7.25,A
USGS,08162600,2013-01-01,7.53,A
USGS,08162600,2013-01-02,9.74,A
USGS,08162600,2013-01-03,12.6,A
USGS,08162600,2013-01-04,16.3,A
USGS,08162600,2013-01-05,13.4,A
USGS,08162600,2013-01-06,15.2,A
USGS,08162600,2013-01-07,24.1,A
USGS,08162600,2013-01-08,15.8,A
USGS,08162600,2013-01-09,492,A
USGS,08162600,2013-01-10,1900,A
USGS,08162600,2013-01-11,1010,A
USGS,08162600,2013-01-12,298,A
USGS,08162600,2013-01-13,110,A
USGS,08162600,2013-01-14,72.1,A
USGS,08162600,2013-01-15,45.3,A
USGS,08162600,2013-01-16,30,A
USGS,08162600,2013-01-17,23.6,A
USGS,08162600,2013-01-18,22.1,A
USGS,08162600,2013-01-19,18.7,A
USGS,08162600,2013-01-20,15.7,A
USGS,08162600,2013-01-21,16.6,A
USGS,08162600,2013-01-22,14.4,A
USGS,08162600,2013-01-23,13.2,A e
USGS,08162600,2013-01-24,12.7,A e
USGS,08162600,2013-01-25,11.5,A e
USGS,08162600,2013-01-26,11,A e
USGS,08162600,2013-01-27,10.8,A e
USGS,08162600,2013-01-28,10.8,A e
USGS,08162600,2013-01-29,9.4,A e
USGS,08162600,2013-01-30,9.61,A
USGS,08162600,2013-01-31,8.9,A
USGS,08162600,2013-02-01,9.65,A
USGS,08162600,2013-02-02,9.51,A
USGS,08162600,2013-02-03,7.93,A
USGS,08162600,2013-02-04,7.8,A
USGS,08162600,2013-02-05,8.17,A
USGS,08162600,2013-02-06,16.5,A
USGS,08162600,2013-02-07,98,A
USGS,08162600,2013-02-08,72.3,A
USGS,08162600,2013-02-09,29.1,A
USGS,08162600,2013-02-10,16.6,A
USGS,08162600,2013-02-11,12,A
USGS,08162600,2013-02-12,10.3,A
USGS,08162600,2013-02-13,8.6,A
USGS,08162600,2013-02-14,7.17,A
USGS,08162600,2013-02-15,8.71,A
USGS,08162600,2013-02-16,9.78,A
USGS,08162600,2013-02-17,7.22,A
USGS,08162600,2013-02-18,6.5,A
USGS,08162600,2013-02-19,8.42,A
USGS,08162600,2013-02-20,10.1,A
USGS,08162600,2013-02-21,8.91,A
USGS,08162600,2013-02-22,9.27,A
USGS,08162600,2013-02-23,7.62,A
USGS,08162600,2013-02-24,7.83,A
USGS,08162600,2013-02-25,11.5,A
USGS,08162600,2013-02-26,9.35,A
USGS,08162600,2013-02-27,6.38,A
USGS,08162600,2013-02-28,5.75,A
USGS,08162600,2013-03-01,6.01,A
USGS,08162600,2013-03-02,6.18,A
USGS,08162600,2013-03-03,6.22,A
